winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price_range
Remelluri,Rioja Blanco,2011,4.3,123,Espana,Rioja,Rioja White,3.0,3.0,[50-100]
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2015,4.3,122,Espana,Rioja,Rioja White,3.0,3.0,[50-100]
Martinet,Els Escurcons,2015,4.3,122,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Mas d'en Gil,Clos Fonta Priorat,2015,4.3,122,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Rodriguez de Vera,Tinto,2015,4.3,122,Espana,Almansa,Red,4.0,3.0,[10-20]
Callejuela,La Casilla Amontillado,N.V.,4.3,122,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[40-50]
El Maestro Sierra,Palo Cortado,N.V.,4.3,119,Espana,Jerez Palo Cortado,Sherry,4.0,3.0,[50-100]
Torre de Ona,Martelo Reserva,2015,4.3,119,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Cims de Porrera,Classic,2010,4.3,118,Espana,Priorato,Priorat Red,4.0,3.0,[40-50]
Bodegas Naluar & Acediano,Acediano,2018,4.3,120,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Ostatu,Gloria Rioja,2010,4.3,117,Espana,Rioja Alavesa,Rioja Red,4.0,3.0,[50-100]
Paco & Lola,Vintage Albarino,2013,4.3,117,Espana,Rias Baixas,Albarino,3.0,3.0,[20-30]
Valdespino,Cardenal Palo Cortado VORS,N.V.,4.3,116,Espana,Jerez Palo Cortado,Sherry,4.0,3.0,[150-200]
Pago de Vallegarcia,Vallegarcia Viognier,2019,4.3,114,Espana,Castilla,,,,[10-20]
Valtravieso,Finca la Atalaya Reserva,2017,4.3,114,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[20-30]
Bodegas Amaren,Tempranillo Reserva,2002,4.3,112,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Vinas del Vero,Blecua Somontano,2011,4.3,112,Espana,Somontano,Red,4.0,3.0,[50-100]
Clos Mogador,Priorat,2000,4.3,111,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Contino,Rioja Graciano,2017,4.3,111,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Artadi,Grandes Anadas Rioja,1999,4.3,111,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Costers del Priorat,Clos Cypres Vinyes Velles (Old Vines),2015,4.3,111,Espana,Priorato,Priorat Red,4.0,3.0,[40-50]
Eulogio Pomares,Castineiro Albarino,2017,4.3,111,Espana,Rias Baixas,Albarino,3.0,3.0,[30-40]
Bodegas Urium,Amontillado V.O.R.S,N.V.,4.3,110,Espana,Jerez Amontillado,Sherry,4.0,3.0,[40-50]
Bodega Otazu,Altar,2008,4.3,109,Espana,Navarra,Red,4.0,3.0,[30-40]
Perez Barquero,Gran Barquero Palo Cortado Solera 25 Anos,N.V.,4.3,108,Espana,Montilla-Moriles,,,,[30-40]
Bodega Elias Mora,Toro Gran Elias Mora,2014,4.3,108,Espana,Toro,Toro Red,5.0,3.0,[30-40]
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2015,4.3,108,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Arinzano,Gran Vino Blanco,2004,4.3,108,Espana,Arinzano,Chardonnay,4.0,3.0,[50-100]
Oller del Mas,Arnau Oller Seleccio de la Familia,2016,4.3,108,Espana,Pla de Bages,Red,4.0,3.0,[30-40]
Bodegas Roda,Roda Reserva Rioja,2018,4.3,108,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Finca Villacreces,Nebro Ribera del Duero,2009,4.3,107,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Pujanza,Rioja Norte,2011,4.3,106,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Toro Albala,Don PX Gran Reserva,1988,4.3,104,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,[10-20]
Cims de Porrera,Classic,2011,4.3,102,Espana,Priorato,Priorat Red,4.0,3.0,[30-40]
Cims de Porrera,Classic,1997,4.3,102,Espana,Priorato,Priorat Red,4.0,3.0,[100-150]
R. Lopez de Heredia,Vina Tondonia Reserva,1964,4.3,101,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2016,4.3,100,Espana,Bierzo,Mencia,3.0,3.0,[50-100]
Alta Alella,Orbus,2016,4.3,100,Espana,Alella,Syrah,4.0,3.0,[20-30]
Losada,La Bienquerida,2015,4.3,100,Espana,Bierzo,Mencia,3.0,3.0,[30-40]
Terroir Al Limit Soc. Lda,Les Manyes,2014,4.3,99,Espana,Priorato,Priorat Red,4.0,3.0,[150-200]
Alvaro Palacios,Finca Dofi,2003,4.3,99,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Bodegas Clunia,Malbec,2018,4.3,99,Espana,Castilla y Leon,Red,4.0,3.0,[20-30]
Losada,Altos de Losada,2019,4.3,97,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Arinzano,Gran Vino Blanco,2016,4.3,95,Espana,Arinzano,Chardonnay,4.0,3.0,[50-100]
Campillo,Reserva Especial Rioja,2010,4.3,95,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Allende,Aurus,2004,4.3,94,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Llanos Negros,La Time,2000,4.3,94,Espana,La Palma,,,,[20-30]
Quinta Sardonia,QS,2017,4.3,93,Espana,Castilla y Leon,Red,4.0,3.0,[30-40]
Alta Alella,Dolc Mataro,2017,4.3,92,Espana,Alella,,,,[10-20]
Ferrer Bobet,Priorat Vinyes Velles,2018,4.3,94,Espana,Priorato,Priorat Red,4.0,3.0,[30-40]
Bodegas Ochoa,Vendimia Tardia Moscatel,2019,4.3,91,Espana,Navarra,,,,[10-20]
Luis Canas,Hiru 3 Rioja Racimos,2005,4.3,91,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Ca l'Apotecari,Triaca,2013,4.3,90,Espana,Priorato,Priorat Red,4.0,3.0,[30-40]
Muga,Prado Enea Gran Reserva,1982,4.3,90,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Osborne,Amontillado 51-1a 30 Years VORS Sherry,N.V.,4.3,89,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[50-100]
Finca Torremilanos,Cyclo,2018,4.3,89,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Pinea,Tinto,2017,4.3,89,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Josep Grau Viticultor,Maimo Garnatxa,2018,4.3,88,Espana,Montsant,Grenache,5.0,3.0,[20-30]
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2017,4.3,88,Espana,Rioja,Rioja White,3.0,3.0,[40-50]
La Rioja Alta,Gran Reserva 890,1989,4.3,88,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Fos,Fos Baranda,2017,4.3,87,Espana,Rioja,Rioja Red,,,[20-30]
Hacienda Grimon,Finca la Oracion,2017,4.3,88,Espana,Rioja,Rioja Red,,,[20-30]
Pedralonga,Albarino Pedralonga,2019,4.3,86,Espana,Rias Baixas,Albarino,,,[10-20]
Capafons-Osso,Mas de Masos,2006,4.3,86,Espana,Priorato,Priorat Red,,,[30-40]
Clos Mogador,Com Tu,2018,4.3,85,Espana,Montsant,Grenache,,,[30-40]
Can Rafols dels Caus,El Rocallis,2015,4.3,83,Espana,Cataluna,,,,[50-100]
Conreria d'Scala Dei,Iugiter,2015,4.3,83,Espana,Priorato,Priorat Red,,,[20-30]
Mas Doix,Doix,2016,4.3,83,Espana,Priorato,Priorat Red,,,[50-100]
Raul Perez,Ultreia Valtuille Mencia,2019,4.3,83,Espana,Bierzo,Mencia,,,[40-50]
Dominio del Bendito,La Chispa Negra,2011,4.3,82,Espana,Toro,,,,[20-30]
Jose Pariente,Sauvignon Blanc,2021,4.3,83,Espana,Rueda,Sauvignon Blanc,,,[0-10]
Dominio del Aguila,Reserva,2010,4.3,82,Espana,Ribera del Duero,Ribera Del Duero Red,,,[50-100]
Terra Remota,Clos Adrien,2013,4.3,82,Espana,Emporda,Red,,,[40-50]
De Moya,Sofia,2017,4.3,82,Espana,Valencia,Red,,,[20-30]
Llopart,Cava Original Brut (Espumos),2008,4.3,81,Espana,Cava,Cava,,,[50-100]
Ostatu,Laderas Rioja,2014,4.3,81,Espana,Rioja Alavesa,Rioja Red,,,[30-40]
Tinto Pesquera,Reserva,1995,4.3,81,Espana,Ribera del Duero,Ribera Del Duero Red,,,[50-100]
Bodegas Mas Alta,La Basseta,2014,4.3,80,Espana,Priorato,Priorat Red,,,[50-100]
Can Rafols dels Caus,El Rocallis,2016,4.3,80,Espana,Cataluna,,,,[30-40]
Aalto,Blanco de Parcela,2019,4.3,80,Espana,Ribera del Duero,Verdejo,,,[40-50]
Dominio de la Vega,Finca la Beata Bobal,2014,4.3,80,Espana,Utiel-Requena,Red,,,[30-40]
Resalte,Resalte Expresion,2015,4.3,80,Espana,Ribera del Duero,Ribera Del Duero Red,,,[20-30]
Juve & Camps,Cava Brut Milesime,2017,4.3,80,Espana,Cava,Cava,,,[20-30]
Bosque de Matasnos,Syrah de Matasnos,2019,4.3,80,Espana,Vino de Espana,Syrah,,,[20-30]
Sierra Cantabria,Amancio,2016,4.3,80,Espana,Rioja,Rioja Red,,,[50-100]
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018,4.3,79,Espana,Priorato,,,,[30-40]
Marques de Vargas,Seleccion Privada,2015,4.3,79,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Mas de les Pereres,Nunci Negre,2013,4.3,79,Espana,Priorato,Priorat Red,4.0,3.0,[20-30]
El Maestro Sierra,Oloroso Extra Viejo 1/7,N.V.,4.3,78,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[200-3030]
Guilera,Musivari Gran Reserva Brut Nature,2007,4.3,77,Espana,Cava,Sparkling,2.0,3.0,[20-30]
Arzuaga,Amaya Arzuaga (Coleccion),2015,4.3,77,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Astrales,Christina Ribera del Duero,2017,4.3,77,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,4.3,77,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Senorio de San Vicente,San Vicente Rioja,2018,4.3,77,Espana,Rioja,Rioja Red,4.0,3.0,[30-40]
Bodegas Faustino,Faustino de Autor Reserva Especial,1994,4.3,76,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
La Rioja Alta,Rioja Gran Reserva 904,1964,4.3,76,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,4.3,76,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Muga,Prado Enea Gran Reserva,1985,4.3,75,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Terroir Al Limit Soc. Lda,Les Manyes,2013,4.3,74,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Scala Dei,Pla dels Angels Rosado,2020,4.3,74,Espana,Priorato,,,,[20-30]
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017,4.3,74,Espana,Murcia,Monastrell,5.0,3.0,[20-30]
Pedralonga,Albarino Pedralonga,2020,4.3,74,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
Contino,Vina del Olivo,2004,4.3,74,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Terroir Al Limit Soc. Lda,Pedra de Guix,2017,4.3,73,Espana,Priorato,,,,[50-100]
Vinyes Domenech,Vinyes Velles de Samso,2016,4.3,73,Espana,Montsant,Montsant Red,4.0,3.0,[30-40]
Territorio Luthier,Hispania,2015,4.3,73,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Abel Mendoza Monge,Malvasia,2017,4.3,72,Espana,Rioja,Rioja White,3.0,3.0,[30-40]
Clos Erasmus,Priorat,2006,4.3,72,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
La Rioja Alta,Vina Ardanza Reserva,1985,4.3,72,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Equipo Navazos,La Bota 69 de Amontillado,N.V.,4.3,72,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[100-150]
Avgvstvs,Antigues Reserves,2000,4.3,72,Espana,Penedes,Red,4.0,3.0,[20-30]
Vina Sastre,Regina Vides Ribera del Duero,2018,4.3,71,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018,4.3,71,Espana,Castilla y Leon,Verdejo,3.0,3.0,[40-50]
Pago Calzadilla,Gran Calzadilla,2009,4.3,70,Espana,Pago Calzadilla,Red,4.0,3.0,[30-40]
Vina Pomal,Alto de la Caseta,2008,4.3,70,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Martinet,Clos Martinet,2002,4.3,70,Espana,Priorato,Priorat Red,4.0,3.0,[150-200]
Marti Fabra,Masia Carreras Negre,2019,4.3,69,Espana,Emporda,Red,4.0,3.0,[10-20]
Sangenis I Vaque,Clos Monlleo,2007,4.3,68,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Ferrer Bobet,Priorat,2018,4.3,68,Espana,Priorato,Priorat Red,4.0,3.0,[20-30]
Figuero,Milagros de Figuero,2016,4.3,68,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Balandro,Las Botas Palo Cortado Horizontal,N.V.,4.3,67,Espana,Manzanilla,Sherry,4.0,3.0,[30-40]
Pujanza,Rioja Norte,2006,4.3,67,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
M. Antonio de la Riva,La Riva Fino Balbaina Alta,N.V.,4.3,67,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[40-50]
Espelt,Coma Bruna,2017,4.3,67,Espana,Emporda,Red,4.0,3.0,[20-30]
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981,4.3,66,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Bodegas Arfe,Palo Cortado de la Cruz de 1767,N.V.,4.3,66,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[50-100]
Abel Mendoza Monge,Grano a Grano Tempranillo,2016,4.3,65,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Conreria d'Scala Dei,Voltons,2015,4.3,64,Espana,Priorato,Priorat Red,4.0,3.0,[40-50]
Scala Dei,Masdeu,2014,4.3,64,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Real de Asua,Tinto,2016,4.3,64,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Bodegas Vilano,Crianza,2019,4.3,64,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[0-10]
Vinyes dels Aspres,S'Alou,2018,4.3,64,Espana,Emporda,Red,4.0,3.0,[30-40]
Altos de Rioja,Altos R Pigeage,2016,4.3,63,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019,4.3,62,Espana,Priorato,,,,[30-40]
Valserrano,Finca Monteviejo,2017,4.3,62,Espana,Rioja,Rioja Red,4.0,3.0,[30-40]
Marques de Tomares,Rioja Gran Reserva,2014,4.3,62,Espana,Rioja,Red,4.0,3.0,[20-30]
Shaya,Habis,2018,4.3,62,Espana,Rueda,Verdejo,3.0,3.0,[20-30]
Finca Rio Negro,5o Ano,2014,4.3,62,Espana,La Mancha,Red,4.0,3.0,[20-30]
Allende,Gaminde,2016,4.3,62,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Enric Soler,Nun Vinya dels Taus,2017,4.3,62,Espana,Penedes,,,,[100-150]
Martinet,Els Escurcons,2018,4.3,61,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019,4.3,61,Espana,Jerez-Xeres-Sherry,Pedro Ximenez,5.0,1.0,[20-30]
Loxera,El Cordero y las Virgenes,2016,4.3,60,Espana,Valencia,Red,4.0,3.0,[20-30]
Mas d'en Gil,Clos Fonta Priorat,2001,4.3,60,Espana,Priorato,Priorat Red,4.0,3.0,[100-150]
Jose Pariente,Finca Las Comas Verdejo,2016,4.3,60,Espana,Rueda,Verdejo,3.0,3.0,[20-30]
Alvaro Palacios,Finca Dofi,1997,4.3,60,Espana,Priorato,Priorat Red,4.0,3.0,[150-200]
Artadi,La Poza de Ballesteros,2016,4.3,60,Espana,Vino de Espana,Tempranillo,4.0,2.0,[50-100]
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,4.3,59,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Dominio Fournier,Reserva,2014,4.3,59,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[20-30]
Bodegas Yzaguirre,Selection 1884 Vermouth Gran Reserva,N.V.,4.3,57,Espana,Cataluna,,,,[20-30]
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,57,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Marques de Murrieta,Dalmau Rioja,2002,4.3,57,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Valderiz,Tomas Esteban,2010,4.3,57,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Tridente,Prieto Picudo,2018,4.3,57,Espana,Castilla y Leon,Red,4.0,3.0,[20-30]
Neton,Garnacha Tintorera,2017,4.3,57,Espana,Castilla y Leon,Red,4.0,3.0,[10-20]
Finca Torremilanos,Penalba Lopez Blanco,2019,4.3,57,Espana,Castilla y Leon,,,,[10-20]
Enate,Cabernet,2012,4.3,57,Espana,Somontano,Red,4.0,3.0,[20-30]
Pradorey,El Cuentista,2018,4.3,57,Espana,Ribera del Duero,,,,[10-20]
Vall Llach,Porrera Vi de Vila,2018,4.3,56,Espana,Priorato,Priorat Red,4.0,3.0,[40-50]
Terroir Al Limit Soc. Lda,Les Manyes,2011,4.3,56,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Bodega Aida i Luis,Tahulla Moscatel Blanco Seco,2018,4.3,56,Espana,Alicante,,,,[10-20]
Valderiz,Juegabolos,2017,4.3,56,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[20-30]
Abadal,3.9,2018,4.3,56,Espana,Pla de Bages,Red,4.0,3.0,[20-30]
Raul Perez,Sketch,2019,4.3,56,Espana,Rias Baixas,Albarino,3.0,3.0,[40-50]
Portal del Priorat,Clos del Portal Somni,2008,4.3,55,Espana,Priorato,Priorat Red,4.0,3.0,[30-40]
Baigorri,De Garage Rioja,2017,4.3,55,Espana,Rioja,Rioja Red,4.0,3.0,[30-40]
Cartoixa de Montsalvat,Montsalvat,2007,4.3,54,Espana,Priorato,Priorat Red,4.0,3.0,[30-40]
Clos Galena,Galena,2018,4.3,54,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Bodega Ribas,Sio Negre,2019,4.3,53,Espana,Mallorca,Red,4.0,3.0,[30-40]
Allende,Aurus,2001,4.3,53,Espana,Rioja,Rioja Red,4.0,3.0,[100-150]
Enate,Chardonnay Uno,2012,4.3,53,Espana,Somontano,Chardonnay,4.0,3.0,[200-3030]
El Lagar de Isilla,Vendimia Seleccionada,2015,4.3,53,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[20-30]
Finca Villacreces,Nebro Ribera del Duero,2013,4.3,53,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[150-200]
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,4.3,53,Espana,Otazu,Chardonnay,4.0,3.0,[20-30]
Jose Pariente,Verdejo Fermentado en Barrica,2020,4.3,53,Espana,Rueda,Verdejo,3.0,3.0,[10-20]
La Rioja Alta,Rioja Gran Reserva 904,1970,4.3,53,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Toro Albala,Don PX Pedro Ximenez,1999,4.3,52,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,[30-40]
Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019,4.3,52,Espana,Costers del Segre,,,,[20-30]
Anibal de Otero,Vina Centenaria Mencia,2014,4.3,52,Espana,Bierzo,Mencia,3.0,3.0,[30-40]
Familia Torres,Grans Muralles,2017,4.3,52,Espana,Conca de Barbera,Red,4.0,3.0,[100-150]
Costers del Siurana,Clos de L'Obac,2009,4.3,51,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Bodegas San Roman,Malvasia,2017,4.3,51,Espana,Castilla,,,,[40-50]
Finca Rio Negro,Cerro del Lobo Syrah,2018,4.3,51,Espana,Castilla,Syrah,4.0,3.0,[20-30]
Cervoles,Estrats,2012,4.3,51,Espana,Costers del Segre,Red,4.0,3.0,[50-100]
Scala Dei,Masdeu,2016,4.3,51,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Vina Sastre,Regina Vides Ribera del Duero,2001,4.3,50,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[100-150]
Vizcarra,Celia,2014,4.3,50,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Marques de Caceres,Gaudium,1998,4.3,50,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Barahonda,Summum Monastrell,2019,4.3,50,Espana,Yecla,Monastrell,5.0,3.0,[10-20]
Mas Doix,Doix,2002,4.3,49,Espana,Priorato,Priorat Red,4.0,3.0,[150-200]
Altos del Enebro,Finca La Herradura,2014,4.3,49,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Pago de Larrainzar,Reserva Especial,2014,4.3,49,Espana,Navarra,Red,4.0,3.0,[10-20]
Albamar,Alma de Mar Albarino,2019,4.3,49,Espana,Rias Baixas,Albarino,3.0,3.0,[20-30]
Williams & Humbert,Canasta 20 Anos Cream,N.V.,4.3,49,Espana,Jerez-Xeres-Sherry,Pedro Ximenez,5.0,1.0,[20-30]
Pujanza,Rioja Anadas Frias,2016,4.3,49,Espana,Rioja,Rioja White,3.0,3.0,[50-100]
Finca Rio Negro,5o Ano,2016,4.3,49,Espana,La Mancha,Red,4.0,3.0,[20-30]
Oxer Wines,Suzzane Rioja,2019,4.3,48,Espana,Rioja,Rioja Red,4.0,3.0,[30-40]
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,4.3,48,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,48,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Can Bas,Monreal,2015,4.3,48,Espana,Penedes,Red,4.0,3.0,[40-50]
Atlantida,Blanco,2019,4.3,48,Espana,Cadiz,,,,[10-20]
Atlan & Artisan,8 Vents Mallorca,2019,4.3,47,Espana,Mallorca,Red,4.0,3.0,[10-20]
Venus la Universal,Venus,2017,4.3,47,Espana,Montsant,Montsant Red,4.0,3.0,[30-40]
La Rioja Alta,Gran Reserva 890,1981,4.3,47,Espana,Rioja,Rioja Red,4.0,3.0,[200-3030]
Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,46,Espana,Emporda,Red,4.0,3.0,[30-40]
Terroir Al Limit Soc. Lda,Les Manyes,2012,4.3,46,Espana,Priorato,Priorat Red,4.0,3.0,[200-3030]
Lar de Paula,Tempranillo Reserva,2012,4.3,46,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,46,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Juve & Camps,Cava Gran Reserva La Capella Brut,2010,4.3,46,Espana,Cava,Cava,2.0,3.0,[50-100]
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,4.3,45,Espana,Rioja,Rioja Red,4.0,3.0,[150-200]
Luis Canas,Rioja Gran Reserva,2016,4.3,45,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
La Val,Albarino Sobre Lias,2015,4.3,45,Espana,Rias Baixas,Albarino,3.0,3.0,[20-30]
Tres Piedras,Nobbis,2019,4.3,45,Espana,Ribera del Duero,Tempranillo,4.0,2.0,[10-20]
Raul Perez,Rara Avis Prieto Picudo,2013,4.3,45,Espana,Castilla y Leon,Red,4.0,3.0,[30-40]
Javi Revert,Sensal,2020,4.3,45,Espana,Valencia,Red,4.0,3.0,[20-30]
Bodega Campo Eliseo,Campo Eliseo Blanco,2018,4.3,45,Espana,Rueda,Verdejo,3.0,3.0,[20-30]
Alta Alella,Blanc de Neu,2016,4.3,45,Espana,Alella,Sparkling,2.0,3.0,[10-20]
Contino,Reserva,1995,4.3,45,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Terras Gauda,La Mar,2019,4.3,45,Espana,Rias Baixas,Albarino,3.0,3.0,[20-30]
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2017,4.3,44,Espana,Bierzo,Mencia,3.0,3.0,[100-150]
Lambuena,Vinas Viejas,2014,4.3,44,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero,2017,4.3,44,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Bodegas Luis Perez,Fino La Barajuela,2016,4.3,44,Espana,Andalucia,,,,[50-100]
Marco Abella,Clos Abella Seleccion Especial,2016,4.3,44,Espana,Priorato,Priorat Red,4.0,3.0,[40-50]
Vivanco,Parcelas de Maturana Tinta Coleccion Rioja,2017,4.3,44,Espana,Rioja,Rioja Red,4.0,3.0,[30-40]
Familia Torres,Reserva Real,1998,4.3,43,Espana,Penedes,Red,4.0,3.0,[200-3030]
Attis,Attis Embaixador Albarino,2018,4.3,43,Espana,Rias Baixas,Albarino,3.0,3.0,[20-30]
Miguel Merino,Vitola Reserva,2016,4.3,42,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
San Cobate,San Cucufate Monasterio,2017,4.3,42,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Pazo Senorans,Tras Los Muros Albarino,2017,4.3,42,Espana,Rias Baixas,Albarino,3.0,3.0,[30-40]
Avancia,Godello,2020,4.3,42,Espana,Valdeorras,,,,[20-30]
Carlos Moro,CM Tinto,2017,4.3,42,Espana,Rioja,Tempranillo,4.0,2.0,[10-20]
Bodegas Frontonio,La Loma & Los Santos Garnacha Blanca - Macabeo,2018,4.3,41,Espana,Valdejalon,,,,[40-50]
Vinicola Real,200 Monges Rioja Gran Reserva,2005,4.3,40,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Terra Remota,Clos Adrien,2016,4.3,40,Espana,Emporda,Red,4.0,3.0,[40-50]
Cal Batllet - Celler Ripoll Sans,Gratallops Escanya-Vella,2018,4.3,40,Espana,Priorato,,,,[20-30]
Ramon Bilbao,Lalomba Finca Ladero,2016,4.3,40,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Santa Petronila,Oloroso En Rama,N.V.,4.3,40,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[20-30]
Jimenez-Landi,El Reventon Cebreros,2016,4.3,40,Espana,Castilla y Leon,Grenache,5.0,3.0,[50-100]
